Rule 28:
If parent ?a, then child ?b.
Philip II of Spain, Philip III of Spain has parent Philip II of Spain. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Victor Emmanuel I of Sardinia, Maria Beatrice of Savoy has parent Victor Emmanuel I of Sardinia. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Afonso IV of Portugal has child Peter I of Portugal, Peter I of Portugal has parent Afonso IV of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Otto William Count of Burgundy, Reginald I Count of Burgundy has parent Otto William Count of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adelaide Blanche of Anjou, Constance of Arles has parent Adelaide Blanche of Anjou. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Beatrice of Portugal Duchess of Savoy, Emmanuel Philibert Duke of Savoy has parent Beatrice of Portugal Duchess of Savoy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
George I of Great Britain has child George II of Great Britain, George II of Great Britain has parent George I of Great Britain. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Maredudd ap Tudur, Owen Tudor has parent Maredudd ap Tudur. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Bertha of Burgundy, Odo II Count of Blois has parent Bertha of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Frederick Prince of Wales has child George III, George III has parent Frederick Prince of Wales. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Ermentrude of Orl ans has child Louis the Stammerer, Louis the Stammerer has parent Ermentrude of Orl ans. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Beatrice of Avesnes, Henry VII Holy Roman Emperor has parent Beatrice of Avesnes. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ansgarde of Burgundy, Louis III of France has parent Ansgarde of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip of Swabia, Maria of Swabia has parent Philip of Swabia. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Alfonso II of Aragon has child Alfonso II Count of Provence, Alfonso II Count of Provence has parent Alfonso II of Aragon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Alfonso II of Aragon has child Peter II of Aragon, Peter II of Aragon has parent Alfonso II of Aragon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Adelaide Countess of Burgundy, Otto IV Count of Burgundy has parent Adelaide Countess of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Antoinette of Bourbon has child Mary of Guise, Mary of Guise has parent Antoinette of Bourbon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Elisabeth of Austria Duchess of Lorraine, Rudolph Duke of Lorraine has parent Elisabeth of Austria Duchess of Lorraine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Engeltrude de F zensac, Ermentrude of Orl ans has parent Engeltrude de F zensac. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Fulk I Count of Anjou, Fulk II Count of Anjou has parent Fulk I Count of Anjou. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip of Artois, Margaret of Artois has parent Philip of Artois. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ansegisel, Pepin of Herstal has parent Ansegisel. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Robert I Count of Dreux, Robert II Count of Dreux has parent Robert I Count of Dreux. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Luitgarde of Vermandois, Odo I Count of Blois has parent Luitgarde of Vermandois. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henry III Duke of Brabant, Marie of Brabant Queen of France has parent Henry III Duke of Brabant. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John I Duke of Lorraine has child Frederick I Count of Vaud mont, Frederick I Count of Vaud mont has parent John I Duke of Lorraine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Joan II Countess of Burgundy has child Joan III Countess of Burgundy, Joan III Countess of Burgundy has parent Joan II Countess of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Elizabeth of Austria 1436 1505 has child Barbara Jagiellon, Barbara Jagiellon has parent Elizabeth of Austria 1436 1505. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charles Emmanuel III of Sardinia has child Victor Amadeus III of Sardinia, Victor Amadeus III of Sardinia has parent Charles Emmanuel III of Sardinia. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Douce I Countess of Provence, Berengaria of Barcelona has parent Douce I Countess of Provence. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philippa of Lancaster, Edward King of Portugal has parent Philippa of Lancaster. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henry II of England has child Eleanor of England Queen of Castile, Eleanor of England Queen of Castile has parent Henry II of England. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Igor of Kiev has child Sviatoslav I, Sviatoslav I has parent Igor of Kiev. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Henry Count of Portugal has child Afonso I of Portugal, Afonso I of Portugal has parent Henry Count of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Frederick IV Duke of Lorraine has child Rudolph Duke of Lorraine, Rudolph Duke of Lorraine has parent Frederick IV Duke of Lorraine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis IX Landgrave of Hesse Darmstadt, Princess Louise of Hesse Darmstadt 1757 1830 has parent Louis IX Landgrave of Hesse Darmstadt. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gabriel de Rochechouart de Mortemart, Fran oise Ath na s de Rochechouart Marquise de Montespan has parent Gabriel de Rochechouart de Mortemart. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mary of Burgundy Duchess of Savoy, Louis Duke of Savoy has parent Mary of Burgundy Duchess of Savoy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louise Marie Ad la de de Bourbon Duchess of Orl ans has child Louis Philippe I, Louis Philippe I has parent Louise Marie Ad la de de Bourbon Duchess of Orl ans. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Stephen III Duke of Bavaria, Isabeau of Bavaria has parent Stephen III Duke of Bavaria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
March of Friuli, Adelaide of Paris has parent March of Friuli. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ren  of Anjou has child Margaret of Anjou, Margaret of Anjou has parent Ren  of Anjou. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Engelbert Duke of Carinthia, Matilda of Carinthia has parent Engelbert Duke of Carinthia. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Robert I of France has child Hugh the Great, Hugh the Great has parent Robert I of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John of Montfort has child John IV Duke of Brittany, John IV Duke of Brittany has parent John of Montfort. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Ferdinand I of Aragon has child Eleanor of Aragon Queen of Portugal, Eleanor of Aragon Queen of Portugal has parent Ferdinand I of Aragon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Odo I Duke of Burgundy has child Hugh II Duke of Burgundy, Hugh II Duke of Burgundy has parent Odo I Duke of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Urraca of Portugal, Alfonso IX of Le n has parent Urraca of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henry son of Robert I of Burgundy, Henry Count of Portugal has parent Henry son of Robert I of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matthew Stewart 2nd Earl of Lennox, John Stewart 3rd Earl of Lennox has parent Matthew Stewart 2nd Earl of Lennox. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis Philippe I Duke of Orl ans has child Louis Philippe II Duke of Orl ans, Louis Philippe II Duke of Orl ans has parent Louis Philippe I Duke of Orl ans. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Marie of Brabant Queen of France has child Louis Count of  vreux, Louis Count of  vreux has parent Marie of Brabant Queen of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Casimir IV Jagiellon, Barbara Jagiellon has parent Casimir IV Jagiellon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John Gordon Lord Gordon, George Gordon 4th Earl of Huntly has parent John Gordon Lord Gordon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joan the Lame has child John II of France, John II of France has parent Joan the Lame. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Agnes of Rochlitz, Agnes of Merania has parent Agnes of Rochlitz. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Emma of Blois, William V Duke of Aquitaine has parent Emma of Blois. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Berengaria of Castile, Ferdinand III of Castile has parent Berengaria of Castile. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ermengarde of Hesbaye, Louis the German has parent Ermengarde of Hesbaye. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ogive of Luxembourg, Baldwin V Count of Flanders has parent Ogive of Luxembourg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Rudolph Duke of Lorraine has child John I Duke of Lorraine, John I Duke of Lorraine has parent Rudolph Duke of Lorraine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charles III Duke of Savoy has child Emmanuel Philibert Duke of Savoy, Emmanuel Philibert Duke of Savoy has parent Charles III Duke of Savoy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Baldwin V Count of Flanders has child Baldwin VI Count of Flanders, Baldwin VI Count of Flanders has parent Baldwin V Count of Flanders. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Alix Duchess of Brittany, John I Duke of Brittany has parent Alix Duchess of Brittany. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gerolf of Holland, Dirk I Count of Holland has parent Gerolf of Holland. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Odoardo Farnese Hereditary Prince of Parma, Elisabeth Farnese has parent Odoardo Farnese Hereditary Prince of Parma. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
James IV of Scotland has child James V of Scotland, James V of Scotland has parent James IV of Scotland. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John Stewart of Darnley, Alan Stewart of Darnley has parent John Stewart of Darnley. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Cosimo de Medici, Piero di Cosimo de Medici has parent Cosimo de Medici. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Verdun, Godfrey I Count of Louvain has parent Verdun. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Welf I Duke of Bavaria, Henry IX Duke of Bavaria has parent Welf I Duke of Bavaria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles II of Naples, Margaret Countess of Anjou has parent Charles II of Naples. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John Count of Chalon, Hugh Count of Burgundy has parent John Count of Chalon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Nuno  lvares Pereira, Beatriz Pereira de Alvim has parent Nuno  lvares Pereira. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Averardo de Medici, Giovanni di Bicci de Medici has parent Averardo de Medici. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Anne Gonzaga has child Benedicta Henrietta of the Palatinate, Benedicta Henrietta of the Palatinate has parent Anne Gonzaga. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Sibylla of Burgundy Duchess of Burgundy, Hugh II Duke of Burgundy has parent Sibylla of Burgundy Duchess of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip III of Spain has child Anne of Austria, Anne of Austria has parent Philip III of Spain. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
